ФИО,Страна,Паспортые данные,СНИЛС,Номер карты,Банк,Платежная система,Симптомы,Врач,Дата посещения врача,Анализы,Дата получения анализов,Цена приёма (руб)
Иванова Клавдия Мироновна,Беларусь,NL 4311281,741-148-659 91,,,Мир,"Заложенность носа, Ушная боль, Гнойные выделения",,,,2024-01-26T12:38:58+03:00,6041.0
Савин Родион Иванович,Беларусь,YR 6195625,,1293 7108 2542 8194,ВТБ,Visa,"Лихорадка, Потливость, Слабость, Бледность кожи",Гематолог,2023-11-11T18:40:11+03:00,"Анализ на тромбоциты, Коагулограмма",2023-11-13T08:08:51+03:00,3920.0
Савин Родион Иванович,Беларусь,,689-438-317 39,1293 7108 2542 8194,,Visa,,Гинеколог,2023-08-14T11:41:57+03:00,,2023-08-16T16:24:09+03:00,11942.0
Федорова Антонина Остаповна,Россия,9734 339197,475-355-916 57,3966 9486 6696 9064,Сбербанк,Visa,Боль в пояснице,Нефролог,2023-12-31T20:53:20+03:00,Биохимический анализ крови,2024-01-02T10:38:43+03:00,10143.0
Федорова Антонина Остаповна,,9734 339197,475-355-916 57,3966 9486 6696 9064,Сбербанк,,,Эпидемиолог,2023-07-24T21:26:17+03:00,"ПЦР на инфекции, Биохимический анализ крови",2023-07-26T12:27:44+03:00,3637.0
,,,475-355-916 57,3966 9486 6696 9064,,,"Одышка, Учащенное сердцебиение",,,"Холтеровское мониторирование, ЭКГ, Биохимический анализ крови",,11299.0
Сергеев Иван Платонович,Россия,4434 846604,524-903-286 15,8813 3171 9201 1124,,MasterCard,"Отек десен, Гнойные выделения",Стоматолог,2024-09-25T16:14:18+03:00,"Панорамный снимок зубов, Рентген зубов, Аллергопробы",2024-09-26T12:18:57+03:00,
,,4434 846604,524-903-286 15,8813 3171 9201 1124,Сбербанк,,"Варикоз, Отеки, Боль в ногах",,2024-12-09T08:31:12+03:00,Ангиография,2024-12-11T13:26:34+03:00,
Сергеев Иван Платонович,Россия,,,8813 3171 9201 1124,Сбербанк,,,Дерматолог,,"Биопсия кожи, Соскоб кожи",,5668.0
,Россия,,524-903-286 15,,Сбербанк,MasterCard,"Лихорадка, Боль в костях",Онколог,2023-12-21T21:37:24+03:00,"МРТ или КТ, Биопсия опухоли",,8159.0
Попов Михаил Гаврилович,Казахстан,N 8660088,428-169-344 24,9075 8167 5344 9333,,,"Потеря веса, Одышка, Кашель",Фтизиатр,2023-12-19T12:44:24+03:00,Рентген легких,2023-12-21T20:26:34+03:00,5506.0
,,OV 1475961,773-261-420 56,6809 9577 6723 6137,Сбербанк,Visa,Желтуха,,2024-04-26T20:56:56+03:00,,,6803.0
Быков Мирон Юрьевич,Беларусь,PM 3368240,120-443-799 80,4613 8783 9801 7085,Сбербанк,,,Гематолог,2024-05-01T20:44:56+03:00,Ферритин,2024-05-03T16:00:33+03:00,11732.0
Быков Мирон Юрьевич,Беларусь,PM 3368240,120-443-799 80,4613 8783 9801 7085,,MasterCard,Рвота,Токсиколог,,"Общий анализ крови, Биохимический анализ крови",2024-10-23T11:29:02+03:00,8253.0
,Беларусь,PM 3368240,120-443-799 80,,Сбербанк,,"Онемение, Боль в ногах",,2023-06-15T16:03:33+03:00,,2023-06-17T15:07:37+03:00,
Быков Мирон Юрьевич,Беларусь,PM 3368240,120-443-799 80,4613 8783 9801 7085,Сбербанк,MasterCard,,Диетолог,2024-11-29T18:23:23+03:00,"Биохимический анализ крови, Глюкоза крови",,
,,N 1405995,416-603-182 73,,,Visa,"Отеки, Учащенное сердцебиение, Одышка",Кардиолог,2025-01-21T18:46:18+03:00,"Биохимический анализ крови, Эхокардиография, Холтеровское мониторирование",2025-01-24T12:24:33+03:00,7144.0
Кравцова Альбина Константиновна,Казахстан,,416-603-182 73,,Альфа-Банк,,"Тошнота, Тремор, Абстинентный синдром",Нарколог,2023-10-16T21:30:03+03:00,"Анализ на наркотики, Токсикологическое исследование, Психологические тесты",2023-10-18T19:13:04+03:00,11788.0
,,N 1405995,416-603-182 73,3537 2726 5154 4076,Альфа-Банк,Visa,"Утомляемость, Лихорадка",Иммунолог,2024-12-03T11:50:15+03:00,,2024-12-06T14:57:52+03:00,2319.0
Кравцова Альбина Константиновна,Казахстан,N 1405995,416-603-182 73,,Альфа-Банк,Visa,Частое мочеиспускание,Эндокринолог,2024-07-03T16:04:56+03:00,Глюкоза крови,2024-07-05T21:22:00+03:00,7557.0
,Казахстан,N 0136045,363-611-977 30,4432 6837 6950 1551,ВТБ,Visa,"Депрессия, Панические атаки, Нарушение сна",Психотерапевт,,ЭЭГ,,
Плотникова Таисия Владимировна,Казахстан,N 0136045,,4432 6837 6950 1551,ВТБ,Visa,,Сосудистый хирург,2023-09-18T21:08:10+03:00,"Допплерография сосудов, УЗИ сосудов, Ангиография",2023-09-19T18:52:48+03:00,9639.0
Плотникова Таисия Владимировна,Казахстан,N 0136045,363-611-977 30,4432 6837 6950 1551,ВТБ,Visa,,,,"Ферритин, Общий анализ крови, Коагулограмма",2025-01-09T15:33:51+03:00,11907.0
Плотникова Таисия Владимировна,Казахстан,N 0136045,363-611-977 30,,ВТБ,,"Боль в груди, Одышка",Пульмонолог,,"КТ легких, Рентген грудной клетки, Общий анализ крови",2025-01-07T08:08:00+03:00,5897.0
Попова Маргарита Тимофеевна,,N 0064305,618-146-372 15,1608 1835 8681 4208,Сбербанк,Мир,,,2024-03-26T08:19:34+03:00,"Общий анализ крови, Иммунограмма, ПЦР на вирусы",2024-03-27T10:00:03+03:00,
Попова Маргарита Тимофеевна,,N 0064305,,1608 1835 8681 4208,Сбербанк,Мир,"Желтуха у новорожденных, Температура, Отказ от еды",Неонатолог,2024-11-04T13:10:00+03:00,"Общий анализ крови, УЗИ органов, Анализ на билирубин",,6863.0
Попова Маргарита Тимофеевна,,,,1608 1835 8681 4208,,Мир,,Гастроэнтеролог,,,2024-07-31T12:25:35+03:00,4766.0
Попова Маргарита Тимофеевна,Казахстан,,,1608 1835 8681 4208,Сбербанк,Мир,,Логопед,,,2023-05-21T17:49:47+03:00,6417.0
,Казахстан,,618-146-372 15,1608 1835 8681 4208,Сбербанк,Мир,"Отеки, Боль в пояснице",Нефролог,2025-02-15T16:33:05+03:00,"УЗИ почек, Биохимический анализ крови",2025-02-16T15:04:43+03:00,
Зубкова Ярослава Романовна,Казахстан,N 3610174,740-518-819 16,,Сбербанк,Visa,Головокружение,Невролог,2023-10-03T17:30:56+03:00,"ЭЭГ, Доплерография сосудов шеи, Общий анализ крови",2023-10-05T10:54:37+03:00,
,,N 3610174,,9404 4722 6434 9213,Сбербанк,,"Темная моча, Боль в правом подреберье, Желтуха",,2025-04-12T21:24:50+03:00,Анализ на гепатиты,,3527.0
Зубкова Ярослава Романовна,,N 3610174,740-518-819 16,,Сбербанк,Visa,Дисфония,Логопед,2023-07-08T21:57:34+03:00,"Аудиометрия, Нейропсихологическая диагностика",,8454.0
,Казахстан,N 3610174,,9404 4722 6434 9213,Сбербанк,Visa,,,2024-02-16T13:30:33+03:00,"Биохимический анализ крови, ПЦР на инфекции",2024-02-19T08:15:14+03:00,5427.0
,Казахстан,N 3610174,,,Сбербанк,Visa,"Распространение инфекции, Лихорадка",Эпидемиолог,2024-07-04T09:17:37+03:00,,2024-07-06T20:49:57+03:00,8232.0
,Россия,7506 773366,,1270 3684 6199 8379,Тинькофф,Visa,"Частые инфекции, Озноб, Лихорадка, Утомляемость",Иммунолог,2025-02-22T20:57:18+03:00,Иммунограмма,,10318.0
Ершов Филипп Абрамович,Россия,7506 773366,,1270 3684 6199 8379,Тинькофф,Visa,"Боль в животе, Гнойные выделения, Острая боль в пояснице",Хирург,2024-08-08T20:53:08+03:00,УЗИ органов брюшной полости,,
Ершов Филипп Абрамович,Россия,,,,Тинькофф,Visa,,Инфекционист,2024-05-11T10:05:21+03:00,"Общий анализ крови, Биохимический анализ крови",,10001.0
Ершов Филипп Абрамович,Россия,,167-405-678 30,1270 3684 6199 8379,,,Онемение,Ревматолог,2024-01-07T12:27:39+03:00,"МРТ суставов, Антинуклеарные антитела, Общий анализ крови",2024-01-08T20:50:32+03:00,5171.0
,,,167-405-678 30,1270 3684 6199 8379,Тинькофф,Visa,Нарушение сна,Психотерапевт,2023-10-26T10:31:04+03:00,"Гормональные исследования, Общий анализ крови",2023-10-29T21:21:06+03:00,5641.0
,,1349 530645,940-838-492 41,7632 6057 2046 1386,Сбербанк,MasterCard,"Онемение конечностей, Острая боль в спине, Боль в суставах",,,Рентген,,
Ширяев Аким Назарович,,,,7632 6057 2046 1386,,MasterCard,"Ушная боль, Гнойные выделения",Отоларинголог,,Рентген придаточных пазух,,11648.0
,,,659-779-195 21,3527 5071 3005 2377,,Мир,Переломы,Травматолог,,"УЗИ мягких тканей, Общий анализ крови",,4145.0
Попова Наталья Богдановна,Казахстан,N 9489559,,3527 5071 3005 2377,,,,,2025-01-15T15:02:58+03:00,"Общий анализ крови, Иммуноферментный анализ (ИФА), Общий анализ мочи",2025-01-17T17:00:31+03:00,2919.0
Попова Наталья Богдановна,Казахстан,N 9489559,,3527 5071 3005 2377,Сбербанк,Мир,"Отторжение органа, Боль в области трансплантата, Лихорадка",Трансплантолог,2025-03-18T09:34:55+03:00,"Коагулограмма, Общий анализ крови, Гистосовместимость",,
Попова Наталья Богдановна,,N 9489559,659-779-195 21,,,Мир,Варикоз,Флеболог,2024-06-13T08:52:02+03:00,,2024-06-14T09:06:10+03:00,2107.0
Лаврова Анна Григорьевна,Беларусь,AL 6550513,,7990 7231 5996 8163,Тинькофф,,Ожирение,Диетолог,2023-08-21T15:36:15+03:00,,2023-08-24T16:50:17+03:00,7115.0
Кузьмина Вера Марковна,Беларусь,,967-607-511 38,,,,,,2023-12-22T13:09:13+03:00,,2023-12-24T09:39:09+03:00,
Рябов Владимир Максимович,Беларусь,,783-229-739 81,5305 6636 5829 9465,Альфа-Банк,MasterCard,,,2025-04-11T11:22:03+03:00,"Мазок из зева, Общий анализ крови, Рентген придаточных пазух",,
,,,,5305 6636 5829 9465,Альфа-Банк,MasterCard,,Пульмонолог,2023-11-19T18:02:51+03:00,Рентген грудной клетки,2023-11-22T19:49:42+03:00,10484.0
,,,,5305 6636 5829 9465,,,"Утомляемость, Лихорадка, Озноб, Частые инфекции",Иммунолог,2023-08-06T12:08:33+03:00,"Иммунограмма, Анализ на иммуноглобулины, Общий анализ крови",2023-08-07T17:06:01+03:00,7407.0
Рябов Владимир Максимович,,,783-229-739 81,5305 6636 5829 9465,,MasterCard,Отторжение органа,Трансплантолог,,"Общий анализ крови, Гистосовместимость",2023-05-12T16:57:58+03:00,6166.0
Рябов Владимир Максимович,Беларусь,,783-229-739 81,5305 6636 5829 9465,,MasterCard,,Гематолог,2025-02-07T17:19:22+03:00,"Анализ на тромбоциты, Коагулограмма",2025-02-09T14:20:28+03:00,4382.0
,,N 6598635,,,,,"Онемение кожи, Покраснение кожи, Зуд, Сыпь",Дерматолог,2025-04-24T08:14:18+03:00,Соскоб кожи,2025-04-25T12:02:49+03:00,6586.0
,Казахстан,N 6598635,213-538-944 26,2313 7584 2425 9558,Сбербанк,MasterCard,"Потеря оргазма, Нарушение полового влечения, Эректильная дисфункция",Сексопатолог,,Психологические тесты,2025-03-13T16:26:56+03:00,
Савин Руслан Григорьевич,Казахстан,N 6598635,213-538-944 26,2313 7584 2425 9558,Сбербанк,MasterCard,"Боль в правом подреберье, Темная моча",Гепатолог,,,2024-10-29T10:51:36+03:00,5370.0
Савин Руслан Григорьевич,Казахстан,N 6598635,213-538-944 26,,Сбербанк,MasterCard,,Флеболог,2024-06-11T17:05:06+03:00,,,2729.0
Савин Руслан Григорьевич,Казахстан,,213-538-944 26,,Сбербанк,MasterCard,,Инфекционист,2024-10-15T12:19:12+03:00,"Анализ на антитела, Биохимический анализ крови",2024-10-16T16:45:04+03:00,6114.0
,Беларусь,AU 4893329,,,,MasterCard,"Дисфония, Нарушение речи",Логопед,2025-01-22T09:33:19+03:00,,2025-01-24T20:33:02+03:00,7158.0
,Россия,1730 705806,630-784-819 45,,Альфа-Банк,,"Нарушение сна, Депрессия, Тревожность, Утомляемость",Психиатр,2023-11-09T13:23:33+03:00,Гормональные исследования,2023-11-11T12:22:07+03:00,
Абрамов Федор Юрьевич,Россия,,630-784-819 45,8583 7539 6276 3944,,MasterCard,"Сыпь, Лихорадка, Боль в животе, Потеря аппетита",,2024-11-10T19:24:51+03:00,Анализ на яйца глист,,2146.0
Абрамов Федор Юрьевич,Россия,1730 705806,630-784-819 45,8583 7539 6276 3944,Альфа-Банк,MasterCard,Боль при мочеиспускании,Уролог,,"ПЦР на инфекции, УЗИ почек, Общий анализ мочи",2024-06-21T19:18:04+03:00,2468.0
Абрамов Федор Юрьевич,,,,8583 7539 6276 3944,Альфа-Банк,MasterCard,,Хирург-ортопед,,,,
,Казахстан,N 4971149,,,Сбербанк,,"Выделения, Покраснение кожи, Сыпь",Дерматовенеролог,,,,
,,,664-904-276 76,,,MasterCard,,Сексопатолог,,"Анализ на тестостерон, Гормональные исследования, Психологические тесты",2025-04-23T08:33:53+03:00,
Егоров Матвей Фёдорович,Казахстан,N 4971149,664-904-276 76,,Сбербанк,MasterCard,"Запор, Кровотечение, Боль в анальной области",Проктолог,2024-10-16T09:12:02+03:00,"Колоноскопия, Аноскопия",2024-10-18T20:39:33+03:00,
Егоров Матвей Фёдорович,Казахстан,N 4971149,664-904-276 76,8248 9029 5487 3900,,MasterCard,Отек,Травматолог,,,2024-12-19T08:21:44+03:00,2806.0
,Казахстан,N 4971149,664-904-276 76,,,,"Слабость, Бледность кожи, Потливость, Лихорадка",Гематолог,,Общий анализ крови,,5744.0
Борисов Альберт Егорович,Беларусь,UU 5564721,335-767-305 86,,Сбербанк,MasterCard,Реабилитация после травм,Физиотерапевт,,"Рентген, УЗИ суставов, МРТ",2024-10-01T20:26:33+03:00,3074.0
Борисов Альберт Егорович,,UU 5564721,335-767-305 86,,Сбербанк,MasterCard,"Лихорадка, Распространение инфекции, Частые заболевания",Эпидемиолог,2024-03-12T12:51:26+03:00,,2024-03-15T21:01:09+03:00,
Борисов Альберт Егорович,Беларусь,UU 5564721,335-767-305 86,8177 4372 4291 2377,,MasterCard,"Боль в области трансплантата, Отторжение органа, Лихорадка",,2025-04-04T18:34:10+03:00,Биохимический анализ крови,2025-04-06T14:59:46+03:00,7134.0
,Беларусь,UU 5564721,,8177 4372 4291 2377,Сбербанк,MasterCard,,Токсиколог,2025-01-21T16:43:56+03:00,Анализ на токсины в моче,2025-01-24T08:56:08+03:00,
,Беларусь,,,8177 4372 4291 2377,Сбербанк,MasterCard,"Онемение, Травмы костей",,2025-03-05T10:57:25+03:00,,2025-03-06T10:26:46+03:00,
,Беларусь,TQ 3955343,245-816-753 16,4854 2450 9116 3689,,,Затуманенное зрение,Офтальмолог,,"Тонометрия глаза, Оптическая когерентная томография",2023-09-29T17:30:20+03:00,8809.0
Воробьева Ева Абрамовна,Беларусь,TQ 3955343,245-816-753 16,4854 2450 9116 3689,,Visa,"Темная моча, Желтуха, Боль в правом подреберье",,2024-11-13T18:29:01+03:00,"Биохимический анализ крови, Фиброскан, УЗИ печени",2024-11-15T16:02:23+03:00,
,Беларусь,,,4854 2450 9116 3689,Альфа-Банк,Visa,Потеря веса,Эндокринолог,2023-07-05T10:17:10+03:00,Глюкоза крови,,
Соловьев Дамир Александрович,Беларусь,,243-738-983 68,,,MasterCard,,Стоматолог,,"Рентген зубов, Панорамный снимок зубов, Биохимический анализ крови",2024-04-23T17:04:44+03:00,3558.0
Беляева Вилена Прохоровна,Беларусь,,931-752-291 85,,ВТБ,,Боль в груди,Пульмонолог,2025-02-02T16:23:21+03:00,,2025-02-04T17:51:29+03:00,3801.0
Беляева Вилена Прохоровна,Беларусь,TV 5616748,,,ВТБ,Visa,Желтуха,,2024-10-16T17:35:11+03:00,"Биохимический анализ крови, Анализ на гепатиты, УЗИ печени",,3527.0
Савельева Нина Артемовна,Россия,1315 489612,162-493-492 10,,,Мир,"Темная моча, Желтуха, Боль в правом подреберье",Гепатолог,2025-02-09T08:49:48+03:00,,,10803.0
,Россия,,162-493-492 10,2509 9098 1681 6842,ВТБ,Мир,,,2024-06-18T17:30:20+03:00,Биохимический анализ крови,2024-06-20T17:51:25+03:00,11559.0
Егорова Ника Романовна,,,608-997-285 82,,Тинькофф,MasterCard,,Дерматолог,,"Общий анализ крови, Биопсия кожи, Соскоб кожи",2023-07-28T17:26:28+03:00,5690.0
Егорова Ника Романовна,Казахстан,N 8633203,608-997-285 82,1546 1404 4857 5998,Тинькофф,MasterCard,,Психиатр,2024-01-21T08:14:41+03:00,"Гормональные исследования, Психологические тесты",2024-01-23T19:23:01+03:00,5336.0
,Казахстан,N 8633203,,1546 1404 4857 5998,Тинькофф,MasterCard,,Нефролог,2024-11-10T15:53:04+03:00,"Анализ мочи по Нечипоренко, Общий анализ мочи, Биохимический анализ крови",2024-11-11T21:07:32+03:00,
,Казахстан,,608-997-285 82,1546 1404 4857 5998,Тинькофф,MasterCard,,,2024-06-04T10:20:53+03:00,,2024-06-07T21:26:19+03:00,
,Казахстан,N 8633203,,1546 1404 4857 5998,Тинькофф,MasterCard,"Панические атаки, Тревожность",Психотерапевт,2024-01-03T14:24:44+03:00,"Психологические тесты, ЭЭГ, Общий анализ крови",,
Козлова Раиса Александровна,Казахстан,N 0306168,,,,,,,2025-02-14T11:24:02+03:00,,,10109.0
Козлова Раиса Александровна,Казахстан,N 0306168,949-390-484 41,7120 6451 7793 1590,Сбербанк,,"Кашель, Потеря веса, Одышка",,,Рентген легких,,9663.0
,Казахстан,N 0306168,949-390-484 41,7120 6451 7793 1590,,Visa,,,,"Тест на толерантность к глюкозе, ТТГ (тиреотропный гормон), УЗИ щитовидной железы",2024-11-18T17:47:16+03:00,
Козлова Раиса Александровна,Казахстан,N 0306168,,,Сбербанк,Visa,"Запор, Боль в анальной области",,2023-08-27T14:08:12+03:00,,,11198.0
Федорова Таисия Мироновна,Россия,5893 835257,399-353-884 33,8335 3719 9966 1066,Сбербанк,Visa,"Боль в животе, Диарея",,2024-03-30T19:48:47+03:00,Анализ на хеликобактер пилори,,
Федорова Таисия Мироновна,,5893 835257,399-353-884 33,8335 3719 9966 1066,,Visa,"Температура, Рвота, Кашель",Педиатр,2023-10-06T19:12:16+03:00,"Общий анализ мочи, Общий анализ крови",,10485.0
,Россия,5893 835257,,8335 3719 9966 1066,,Visa,"Частые инфекции, Лихорадка, Озноб",Иммунолог,2025-03-26T11:08:55+03:00,,2025-03-28T21:55:10+03:00,11531.0
,,,399-353-884 33,8335 3719 9966 1066,Сбербанк,Visa,,Аллерголог,,,2024-11-23T12:44:53+03:00,8268.0
Марков Данила Вячеславович,Казахстан,N 6270016,385-486-443 72,5302 6950 8125 9998,,Visa,,,,Аллергопробы,2023-11-16T09:48:03+03:00,11266.0
,,N 6270016,385-486-443 72,5302 6950 8125 9998,Сбербанк,Visa,"Боль в суставах, Одышка",Гериатр,,ЭКГ,2024-05-18T10:56:30+03:00,4907.0
Марков Данила Вячеславович,Казахстан,N 6270016,385-486-443 72,5302 6950 8125 9998,Сбербанк,Visa,,Гастроэнтеролог,2024-08-15T11:24:20+03:00,,,8659.0
Марков Данила Вячеславович,,N 6270016,385-486-443 72,,,Visa,"Лихорадка, Сыпь, Боль в животе",Паразитолог,,"Анализ на антитела к паразитам, Копрограмма",,
,Беларусь,,293-782-496 65,6893 8751 3498 4571,Альфа-Банк,Visa,,Отоларинголог,2024-03-31T17:10:29+03:00,Общий анализ крови,,2055.0
Никитин Владимир Макарович,,NX 8268633,293-782-496 65,6893 8751 3498 4571,Альфа-Банк,Visa,"Головокружение, Головная боль, Онемение, Нарушение сна",,2024-10-29T11:39:33+03:00,,,
Никитин Владимир Макарович,Беларусь,NX 8268633,293-782-496 65,6893 8751 3498 4571,,Visa,Визуализация внутренних органов,Радиолог,2024-11-28T17:20:36+03:00,"КТ, УЗИ, Рентген",2024-11-30T16:28:33+03:00,10224.0
Никитин Владимир Макарович,Беларусь,NX 8268633,,6893 8751 3498 4571,Альфа-Банк,Visa,"Реабилитация после травм, Боль в суставах",Физиотерапевт,2024-04-07T13:01:39+03:00,"МРТ, Электромиография, Рентген",2024-04-10T10:17:38+03:00,3440.0
Никитин Владимир Макарович,,NX 8268633,293-782-496 65,6893 8751 3498 4571,Альфа-Банк,Visa,Ожирение,Диетолог,2024-07-06T21:55:17+03:00,"Биохимический анализ крови, Анализ на пищевую непереносимость",2024-07-09T18:10:46+03:00,
Гаврилов Михаил Романович,,9846 290502,,6750 4118 6220 6731,Сбербанк,MasterCard,"Потеря веса, Кашель",Фтизиатр,2024-11-23T09:54:09+03:00,,2024-11-25T14:50:03+03:00,10116.0
,Россия,9846 290502,912-777-988 19,6750 4118 6220 6731,Сбербанк,MasterCard,,,,,2024-12-06T18:53:08+03:00,7179.0
,Беларусь,GG 4428001,,7053 6919 9593 6819,Сбербанк,,,Токсиколог,2024-02-03T16:51:57+03:00,"Биохимический анализ крови, Токсикологический анализ, Общий анализ крови",,3386.0
Капустин Ярослав Николаевич,,GG 4428001,161-254-262 97,7053 6919 9593 6819,Сбербанк,,"Потеря слуха, Заложенность ушей",,,,2024-05-23T15:04:51+03:00,6671.0
,Беларусь,GG 4428001,,7053 6919 9593 6819,Сбербанк,Visa,Сыпь,Венеролог,,Анализ на ВИЧ,2025-01-09T18:34:09+03:00,3535.0
,Беларусь,,161-254-262 97,7053 6919 9593 6819,Сбербанк,Visa,,Невролог,,ЭЭГ,,4565.0
Капустин Ярослав Николаевич,Беларусь,GG 4428001,161-254-262 97,7053 6919 9593 6819,Сбербанк,Visa,"Отторжение органа, Боль в области трансплантата, Лихорадка",Трансплантолог,2025-03-22T12:50:45+03:00,"Общий анализ крови, Коагулограмма, Биохимический анализ крови",2025-03-23T10:33:22+03:00,6755.0
Князев Александр Альбертович,Беларусь,IF 5274634,205-398-714 34,1551 9598 5985 6958,Сбербанк,Visa,,,,Рентген,,9278.0
,Беларусь,,206-246-449 24,1675 1120 2492 2037,Сбербанк,,Депрессия,Психотерапевт,,"ЭЭГ, Психологические тесты, Гормональные исследования",2025-04-18T14:33:44+03:00,4365.0
Дроздова Татьяна Данииловна,,TJ 9970639,206-246-449 24,1675 1120 2492 2037,Сбербанк,Мир,"Проблемы с дыханием, Боль, требующая обезболивания",Анестезиолог,2023-07-29T10:23:40+03:00,,,11196.0
Горохова Нелли Тарасовна,Беларусь,,,4401 7423 8890 3841,,MasterCard,"Тревожность, Нарушение сна",,2023-08-20T21:19:08+03:00,"Психологические тесты, Общий анализ крови",2023-08-22T16:44:19+03:00,3606.0
Горохова Нелли Тарасовна,,,720-457-857 23,,,MasterCard,"Сыпь, Заложенность носа, Одышка",,2023-07-05T08:07:12+03:00,Иммуноглобулин Е,2023-07-08T12:11:39+03:00,10923.0
Горохова Нелли Тарасовна,Беларусь,BC 2899671,720-457-857 23,,Сбербанк,MasterCard,"Лихорадка, Бледность кожи, Потливость",,2023-11-01T12:02:57+03:00,"Коагулограмма, Анализ на тромбоциты",,5869.0
Горохова Нелли Тарасовна,Беларусь,,,4401 7423 8890 3841,Сбербанк,MasterCard,"Рвота, Тошнота, Желтуха",Токсиколог,,,,4855.0
,,BC 2899671,,,Сбербанк,,Желтуха у новорожденных,,2025-01-27T17:52:45+03:00,"УЗИ органов, Неонатальный скрининг, Анализ на билирубин",,
,,N 9302450,398-696-538 73,2728 4965 3339 4282,Сбербанк,Мир,,,2023-10-17T19:42:37+03:00,"Биохимический анализ крови, ПЦР на инфекции, Анализ на антитела",,6681.0
Соловьев Василий Георгиевич,Беларусь,JQ 7290840,711-791-158 38,4155 9120 4807 6876,Сбербанк,Visa,"Боль в груди, Отеки, Учащенное сердцебиение, Одышка",Кардиолог,,"ЭКГ, Биохимический анализ крови, Эхокардиография",2024-11-27T20:29:01+03:00,2881.0
Соловьев Василий Георгиевич,Беларусь,JQ 7290840,711-791-158 38,4155 9120 4807 6876,Сбербанк,Visa,"Учащенное сердцебиение, Боль в груди, Отеки",Кардиолог,2024-08-07T21:24:44+03:00,Эхокардиография,,
,Россия,,,3623 7093 2683 8298,,Visa,,,2025-03-30T20:27:36+03:00,"Копрограмма, Общий анализ крови, Анализ на яйца глист",2025-03-31T16:42:20+03:00,
,Россия,,112-522-249 13,,Тинькофф,Visa,"Покраснение кожи, Сыпь, Онемение кожи",Дерматолог,,Общий анализ крови,,
Ершов Игорь Романович,Россия,5224 409194,112-522-249 13,,Тинькофф,Visa,"Боль в ногах, Онемение, Отеки",,2023-07-20T10:17:54+03:00,"УЗИ сосудов, Допплерография сосудов, Ангиография",,3953.0
Шестакова Милана Вячеславовна,Россия,,340-104-280 62,4276 1326 8359 3326,Сбербанк,Visa,"Ушная боль, Гнойные выделения",Отоларинголог,,,2024-04-13T11:41:43+03:00,9293.0
Шестакова Милана Вячеславовна,,9707 194009,340-104-280 62,4276 1326 8359 3326,Сбербанк,Visa,,,2025-04-08T15:22:59+03:00,Рентген,2025-04-10T12:17:42+03:00,6951.0
Фролов Даниил Дмитриевич,Россия,8695 708412,591-413-106 23,8199 9415 4771 8049,Альфа-Банк,Visa,,Гематолог,,"Коагулограмма, Общий анализ крови, Ферритин",,11987.0
Зайцева Ангелина Давидовна,,5422 884297,886-397-455 77,3019 2777 1538 3010,Тинькофф,,Кровотечение,Проктолог,2025-02-18T10:13:33+03:00,,2025-02-21T17:34:06+03:00,10083.0
Зайцева Ангелина Давидовна,Россия,5422 884297,886-397-455 77,,Тинькофф,Мир,"Нарушение менструального цикла, Боли внизу живота, Выделения",,,Мазок на флору,2024-12-10T18:08:42+03:00,6139.0
,Россия,5422 884297,886-397-455 77,3019 2777 1538 3010,Тинькофф,Мир,,Терапевт,2024-02-14T08:58:23+03:00,"ЭКГ, Биохимический анализ крови, Общий анализ мочи",,10471.0
Зайцева Ангелина Давидовна,Россия,,886-397-455 77,3019 2777 1538 3010,,Мир,"Тревожность, Нарушение сна",,2023-07-08T20:41:34+03:00,"Токсикологическое исследование, Психологические тесты, Гормональные исследования",2023-07-10T10:17:58+03:00,
,Россия,5422 884297,,3019 2777 1538 3010,Тинькофф,Мир,"Острая боль в пояснице, Гнойные выделения, Боль в животе",Хирург,2024-04-24T09:16:32+03:00,,2024-04-26T08:27:04+03:00,
,Казахстан,N 3394907,549-435-623 73,,Сбербанк,Мир,"Боль в животе, Острая боль в пояснице",Хирург,2024-05-04T17:50:11+03:00,,2024-05-06T18:25:15+03:00,4976.0
Кравцов Артем Валерьевич,Казахстан,,,5550 2788 1075 4947,,Мир,"Температура, Одышка, Кашель, Потеря веса",Фтизиатр,,"Анализ мокроты, Проба Манту, Рентген легких",2023-06-16T18:05:19+03:00,
Кириллова Варвара Александровна,,N 1158886,,7738 4636 5249 2922,,MasterCard,"Боль в груди, Отеки, Одышка",Кардиолог,2024-01-27T11:49:00+03:00,,2024-01-29T12:27:13+03:00,
,Россия,,,3668 5749 1338 4327,Сбербанк,,Кашель,Фтизиатр,2025-03-16T16:56:33+03:00,"Рентген легких, Анализ мокроты",,
Волкова Анастасия Анатольевна,Россия,,980-146-335 63,3718 1917 5956 7544,Сбербанк,Мир,"Боль в ногах, Варикоз",Флеболог,,"Коагулограмма, Ангиография, Общий анализ крови",,8400.0
Волкова Анастасия Анатольевна,Россия,9292 320665,980-146-335 63,3718 1917 5956 7544,,Мир,Ожирение,,,"Биохимический анализ крови, Глюкоза крови, Анализ на пищевую непереносимость",2024-07-18T15:50:02+03:00,
,,9292 320665,980-146-335 63,3718 1917 5956 7544,,,,,2024-12-30T17:24:53+03:00,"Общий анализ крови, Токсикологическое исследование",2025-01-01T19:51:46+03:00,
