ФИО,Страна,Паспортые данные,СНИЛС,Номер карты,Банк,Платежная система,Симптомы,Врач,Дата посещения врача,Анализы,Дата получения анализов,Цена приёма (руб)
Дроздова Раиса Романовна,Россия,5349 826522,244-699-121 67,,Тинькофф,Visa,Одышка,Кардиолог,2023-08-16T14:45:28+03:00,ЭКГ,2023-08-19T21:14:45+03:00,
,Россия,,244-699-121 67,6893 3645 4995 1853,Тинькофф,,,,2024-01-12T09:21:44+03:00,"Допплерография сосудов, Общий анализ крови, УЗИ сосудов",2024-01-14T16:55:38+03:00,5589.0
,Россия,,244-699-121 67,,Тинькофф,Visa,"Реабилитация после травм, Боль в суставах",Физиотерапевт,,"МРТ, Электромиография",2024-11-01T18:36:15+03:00,7936.0
Мартынова Глафира Ильинична,Россия,,833-857-610 14,6192 2144 5810 4178,Альфа-Банк,Visa,Опухоли,Маммолог,2024-05-09T10:21:36+03:00,Маммография,2024-05-11T21:26:19+03:00,
Мартынова Глафира Ильинична,Россия,8541 656901,833-857-610 14,6192 2144 5810 4178,Альфа-Банк,Visa,Чихание,Аллерголог,2023-10-04T20:36:19+03:00,"Кожные тесты на аллергены, Общий анализ крови, Аллергопробы",2023-10-06T15:23:03+03:00,5819.0
Николаев Владимир Иванович,,N 7790683,804-785-885 65,3948 1110 7515 7371,,MasterCard,,Дерматолог,2023-07-31T18:36:34+03:00,,2023-08-02T18:04:33+03:00,2658.0
Ширяев Александр Данилович,Казахстан,N 4965992,428-771-697 18,4898 1591 7138 9987,Сбербанк,Мир,Панические атаки,Психотерапевт,2023-11-20T17:25:18+03:00,"ЭЭГ, Гормональные исследования",,
Ширяев Александр Данилович,Казахстан,N 4965992,428-771-697 18,4898 1591 7138 9987,,Мир,"Покраснение кожи, Сыпь, Онемение кожи, Зуд",Дерматолог,2024-10-21T19:02:03+03:00,,2024-10-24T08:59:50+03:00,3934.0
Ширяев Александр Данилович,Казахстан,N 4965992,,4898 1591 7138 9987,Сбербанк,Мир,"Затуманенное зрение, Сухость глаз",Офтальмолог,2024-09-22T21:27:42+03:00,"Офтальмоскопия, Оптическая когерентная томография, Проверка остроты зрения",2024-09-23T08:39:01+03:00,11802.0
,,BT 5531606,253-660-105 17,5395 6956 8514 2230,,,,Косметолог,2024-09-06T20:50:01+03:00,"Аллергопробы, Соскоб кожи",2024-09-09T17:39:21+03:00,10787.0
Гордеев Федор Игоревич,Беларусь,BT 5531606,,5395 6956 8514 2230,Альфа-Банк,,"Потеря аппетита, Боль в животе",,2023-09-19T19:24:41+03:00,Анализ на антитела к паразитам,2023-09-22T17:10:45+03:00,
,Казахстан,N 0493684,,7123 4951 5231 6416,Сбербанк,MasterCard,"Головокружение, Онемение, Нарушение сна",Невролог,2024-05-31T16:08:04+03:00,"ЭЭГ, Доплерография сосудов шеи",2024-06-02T12:16:58+03:00,3671.0
,Казахстан,N 0493684,257-990-725 45,7123 4951 5231 6416,,MasterCard,,,2025-04-24T09:23:57+03:00,"Анализ на ревматоидный фактор, Общий анализ крови, Рентген",2025-04-25T17:33:01+03:00,5130.0
Терентьева Виктория Валентиновна,,,257-990-725 45,,Сбербанк,MasterCard,"Тошнота, Тремор",,2024-01-24T20:20:09+03:00,Анализ на наркотики,2024-01-26T10:03:34+03:00,7282.0
Терентьева Виктория Валентиновна,Казахстан,N 0493684,257-990-725 45,7123 4951 5231 6416,Сбербанк,MasterCard,,Неонатолог,2024-03-28T21:55:31+03:00,"Общий анализ крови, УЗИ органов",2024-03-31T19:21:08+03:00,3426.0
Белов Олег Григорьевич,Беларусь,TW 1486615,198-241-396 61,7098 4480 4891 5148,Сбербанк,MasterCard,Онемение,,2023-08-08T21:09:17+03:00,"Анализ на ревматоидный фактор, Общий анализ крови",2023-08-11T20:04:38+03:00,6685.0
Белов Олег Григорьевич,,,198-241-396 61,7098 4480 4891 5148,Сбербанк,MasterCard,"Лихорадка, Слабость, Бледность кожи",,2024-12-25T19:55:02+03:00,"Анализ на тромбоциты, Общий анализ крови, Ферритин",2024-12-28T11:39:42+03:00,
Калинина Марина Александровна,,6098 854146,,,Тинькофф,Visa,,Физиотерапевт,,"Электромиография, МРТ",,10067.0
Мартынов Савва Михайлович,Казахстан,N 7508950,502-714-919 26,6266 7117 4119 2784,Сбербанк,Visa,Шум в ушах,Сурдолог,,,2024-10-12T09:35:44+03:00,6526.0
,Казахстан,N 7508950,502-714-919 26,6266 7117 4119 2784,Сбербанк,Visa,"Запор, Боль в анальной области",Проктолог,2024-05-05T15:28:10+03:00,"Общий анализ крови, Колоноскопия, Аноскопия",,8634.0
Мартынов Савва Михайлович,,N 7508950,502-714-919 26,6266 7117 4119 2784,,Visa,"Сыпь, Боль в животе, Лихорадка",Паразитолог,2024-12-27T16:56:58+03:00,"Анализ на яйца глист, Общий анализ крови",,
,Казахстан,N 7508950,502-714-919 26,6266 7117 4119 2784,Сбербанк,,,Дерматовенеролог,2024-12-16T21:59:52+03:00,"Соскоб кожи, ПЦР на ИППП",2024-12-18T08:23:22+03:00,5066.0
,,3511 749862,935-934-572 48,,Сбербанк,MasterCard,"Температура, Отказ от еды",Неонатолог,2024-03-14T11:38:53+03:00,"УЗИ органов, Неонатальный скрининг",2024-03-16T10:08:02+03:00,5894.0
Бурова Нелли Максимовна,Россия,3511 749862,935-934-572 48,,Сбербанк,MasterCard,,Педиатр,2025-01-02T09:21:24+03:00,"Общий анализ крови, Общий анализ мочи, Копрограмма",2025-01-05T09:56:56+03:00,7094.0
Трофимов Остап Иннокентьевич,Беларусь,NI 9597670,,,Тинькофф,MasterCard,Боль внизу живота,Акушер-гинеколог,2024-10-07T18:44:53+03:00,"Мазок на флору, УЗИ плода",2024-10-10T14:45:59+03:00,3035.0
Трофимов Остап Иннокентьевич,Беларусь,,847-693-105 92,4985 4747 4866 6388,Тинькофф,MasterCard,"Шум в ушах, Заложенность ушей",Сурдолог,,"МРТ головного мозга, Рентген височной кости",2023-06-07T11:09:59+03:00,
Орехов Вячеслав Григорьевич,Казахстан,N 0372121,631-592-516 69,6611 6152 7022 8272,Сбербанк,Visa,"Кашель, Одышка",Пульмонолог,2024-02-24T18:02:36+03:00,Рентген грудной клетки,2024-02-27T12:08:25+03:00,5300.0
Орехов Вячеслав Григорьевич,Казахстан,N 0372121,631-592-516 69,6611 6152 7022 8272,Сбербанк,Visa,"Утомляемость, Озноб, Лихорадка, Частые инфекции",Иммунолог,2023-10-14T20:29:24+03:00,"Анализ на иммуноглобулины, Иммунограмма",2023-10-17T13:25:18+03:00,5511.0
,Казахстан,N 0372121,631-592-516 69,6611 6152 7022 8272,Сбербанк,Visa,"Гнойные выделения, Отек десен",,2025-02-26T14:16:51+03:00,Аллергопробы,2025-03-01T17:27:26+03:00,
Орехов Вячеслав Григорьевич,Казахстан,N 0372121,631-592-516 69,6611 6152 7022 8272,,Visa,"Покраснение кожи, Потливость",Инфекционист,2023-09-10T12:54:46+03:00,"Общий анализ крови, Анализ на антитела",2023-09-13T16:37:19+03:00,
,Россия,,876-711-938 28,3175 9809 5893 1179,,Visa,"Нарушение цикла, Боль внизу живота",,2024-12-05T09:10:57+03:00,Гормональные исследования,2024-12-08T11:30:21+03:00,4574.0
,,,876-711-938 28,,,Visa,Отеки,Сосудистый хирург,2023-12-26T14:13:19+03:00,,2023-12-28T18:45:16+03:00,10330.0
Ефимова Ульяна Игнатьевна,Россия,8069 293735,,3175 9809 5893 1179,Сбербанк,Visa,"Частое мочеиспускание, Потеря веса, Потливость",Эндокринолог,2024-11-24T13:22:57+03:00,,2024-11-26T12:03:01+03:00,8264.0
Беляева Антонина Вячеславовна,Беларусь,,884-871-819 37,1662 8791 6918 6827,Альфа-Банк,Visa,"Учащенное сердцебиение, Одышка",Кардиолог,2024-05-04T13:53:18+03:00,ЭКГ,2024-05-06T13:42:49+03:00,7300.0
Беляева Антонина Вячеславовна,Беларусь,ZK 4277384,884-871-819 37,1662 8791 6918 6827,Альфа-Банк,Visa,Боль в груди,Кардиолог,2023-06-15T12:56:06+03:00,"ЭКГ, Холтеровское мониторирование",,10612.0
,,ZK 4277384,,1662 8791 6918 6827,Альфа-Банк,Visa,Боль в пояснице,Мануальный терапевт,2024-03-29T16:55:07+03:00,"МРТ позвоночника, Общий анализ крови",2024-03-31T20:10:19+03:00,
Климентов Никита Александрович,Россия,4298 754043,411-296-352 13,4401 6975 6130 6435,Сбербанк,,,Терапевт,2024-06-03T18:29:26+03:00,"Общий анализ мочи, ЭКГ, Биохимический анализ крови",2024-06-05T17:07:24+03:00,3347.0
,Россия,4298 754043,,4401 6975 6130 6435,Сбербанк,,,Офтальмолог,2023-11-19T16:36:28+03:00,Оптическая когерентная томография,2023-11-21T11:35:06+03:00,
Климентов Никита Александрович,Россия,4298 754043,411-296-352 13,4401 6975 6130 6435,Сбербанк,,"Отеки, Онемение",Сосудистый хирург,2024-02-25T12:44:16+03:00,Допплерография сосудов,2024-02-28T09:26:15+03:00,2314.0
Климентов Никита Александрович,Россия,4298 754043,411-296-352 13,4401 6975 6130 6435,Сбербанк,Visa,,Гепатолог,2024-09-18T08:28:41+03:00,Биохимический анализ крови,2024-09-20T14:57:26+03:00,8655.0
Ершова Вилена Львовна,Казахстан,N 9001756,694-874-414 67,2480 2865 9602 1385,,,"Температура, Желтуха у новорожденных, Отказ от еды",Неонатолог,2023-08-22T21:56:19+03:00,Анализ на билирубин,2023-08-24T15:07:10+03:00,
Ершова Вилена Львовна,Казахстан,N 9001756,694-874-414 67,,Сбербанк,Visa,Выделения из сосков,Маммолог,2023-10-04T15:42:23+03:00,Биопсия,2023-10-06T17:42:17+03:00,11107.0
Ершова Вилена Львовна,,N 9001756,694-874-414 67,2480 2865 9602 1385,Сбербанк,Visa,Нарушение речи,Логопед,2025-01-07T16:42:35+03:00,Нейропсихологическая диагностика,2025-01-10T18:08:23+03:00,8000.0
Ершова Вилена Львовна,Казахстан,N 9001756,694-874-414 67,2480 2865 9602 1385,Сбербанк,Visa,,,2024-07-11T08:58:31+03:00,"ЭКГ, Эхокардиография",2024-07-12T18:26:58+03:00,8111.0
Крылова Людмила Аркадьевна,Казахстан,N 2750226,294-789-990 86,5699 9139 1596 2661,Сбербанк,,"Боль, Проблемы с дыханием, требующая обезболивания",Анестезиолог,,Биохимический анализ крови,2024-04-16T20:07:03+03:00,5472.0
Крылова Людмила Аркадьевна,,,294-789-990 86,5699 9139 1596 2661,,Мир,"Кашель, Боль в груди, Одышка",Пульмонолог,2024-04-28T19:17:45+03:00,"Рентген грудной клетки, КТ легких, Общий анализ крови",,11058.0
Крылова Людмила Аркадьевна,,,,5699 9139 1596 2661,Сбербанк,Мир,Температура,Фтизиатр,2024-03-11T10:27:21+03:00,Анализ мокроты,2024-03-14T09:21:40+03:00,
Крылова Людмила Аркадьевна,,N 2750226,294-789-990 86,5699 9139 1596 2661,Сбербанк,Мир,"Нарушение сна, Тревожность",,2025-01-19T20:35:04+03:00,,2025-01-22T15:53:38+03:00,4162.0
Крылова Людмила Аркадьевна,Казахстан,N 2750226,294-789-990 86,5699 9139 1596 2661,Сбербанк,Мир,,Офтальмолог,,Проверка остроты зрения,,2838.0
Колесников Дамир Прохорович,Беларусь,VO 3937582,599-305-975 42,2057 4176 6203 3275,Сбербанк,Мир,"Нарушение менструального цикла, Боли внизу живота, Выделения",,,Цитологическое исследование,,3828.0
Колесников Дамир Прохорович,,VO 3937582,599-305-975 42,2057 4176 6203 3275,Сбербанк,Мир,"Потеря оргазма, Эректильная дисфункция",Сексопатолог,2024-11-22T11:38:36+03:00,,2024-11-24T21:03:46+03:00,11369.0
Колесников Дамир Прохорович,Беларусь,VO 3937582,,2057 4176 6203 3275,Сбербанк,Мир,"Отторжение органа, Лихорадка",Трансплантолог,2024-02-02T14:08:29+03:00,,2024-02-03T10:29:19+03:00,4806.0
Колесников Дамир Прохорович,Беларусь,VO 3937582,599-305-975 42,2057 4176 6203 3275,Сбербанк,Мир,"Депрессия, Утомляемость, Нарушение сна",Психиатр,2023-12-22T13:36:27+03:00,"Токсикологическое исследование, Психологические тесты",2023-12-24T15:24:45+03:00,2444.0
,Беларусь,VO 3937582,599-305-975 42,2057 4176 6203 3275,Сбербанк,Мир,,Акушер-гинеколог,2025-03-09T19:56:28+03:00,"УЗИ плода, Гормональные исследования",2025-03-12T11:03:23+03:00,
Климентова Алла Максимовна,Россия,9776 462147,528-109-615 24,,,Visa,"Чихание, Сыпь, Заложенность носа",Аллерголог,2025-03-12T13:13:29+03:00,Иммуноглобулин Е,2025-03-14T13:26:12+03:00,4403.0
Климентова Алла Максимовна,Россия,9776 462147,,,Тинькофф,Visa,"Лихорадка, Потеря веса",Онколог,2023-11-29T20:56:47+03:00,"Анализ на онкомаркеры, Биопсия опухоли",2023-12-02T19:49:52+03:00,
Климентова Алла Максимовна,,9776 462147,528-109-615 24,4893 4293 3890 9279,Тинькофф,Visa,"Потливость, Потеря веса, Боль в костях",Онколог,2024-09-01T11:31:43+03:00,Биопсия опухоли,2024-09-04T12:18:42+03:00,
,Россия,9776 462147,528-109-615 24,4893 4293 3890 9279,Тинькофф,,,,,"Общий анализ крови, УЗИ сосудов",2023-06-23T14:43:03+03:00,2758.0
Зубков Мирон Гордеевич,,6896 723580,324-711-420 44,2677 3138 4934 6306,Сбербанк,Visa,Боль в суставах,Физиотерапевт,2023-10-10T08:45:50+03:00,УЗИ суставов,,4819.0
Зубков Мирон Гордеевич,Россия,6896 723580,324-711-420 44,2677 3138 4934 6306,Сбербанк,Visa,Непереносимость продуктов,,2023-10-14T15:17:57+03:00,,2023-10-16T18:51:23+03:00,11472.0
Зубков Мирон Гордеевич,Россия,6896 723580,324-711-420 44,2677 3138 4934 6306,Сбербанк,,"Тремор, Абстинентный синдром, Тошнота",Нарколог,2024-10-19T12:28:10+03:00,,,11096.0
Зубков Мирон Гордеевич,Россия,6896 723580,324-711-420 44,,Сбербанк,Visa,Слабость,Гериатр,2025-04-17T20:01:54+03:00,,,5852.0
Зубков Мирон Гордеевич,Россия,6896 723580,324-711-420 44,2677 3138 4934 6306,,,Реабилитация после травм,Физиотерапевт,2024-12-06T20:39:40+03:00,Рентген,2024-12-09T17:38:41+03:00,2135.0
Климентова Анна Климовна,Казахстан,N 4768638,747-752-969 58,9657 2331 5284 5520,Альфа-Банк,,"Панические атаки, Нарушение сна, Депрессия",Психотерапевт,,"Общий анализ крови, Психологические тесты",2023-08-27T14:32:56+03:00,6740.0
Климентова Анна Климовна,Казахстан,N 4768638,747-752-969 58,9657 2331 5284 5520,Альфа-Банк,Visa,,Невролог,2024-07-24T18:12:44+03:00,"Доплерография сосудов шеи, ЭЭГ",2024-07-27T16:39:49+03:00,3123.0
Архипов Валентин Юльевич,Беларусь,RQ 1797497,,7558 6250 3196 8026,,MasterCard,,Педиатр,2025-04-21T17:17:41+03:00,Иммуноферментный анализ (ИФА),2025-04-22T10:11:31+03:00,9392.0
Архипов Валентин Юльевич,Беларусь,RQ 1797497,544-283-805 20,7558 6250 3196 8026,Альфа-Банк,MasterCard,"Боль в суставах, Одышка, Слабость",Гериатр,2025-01-02T21:42:49+03:00,Общий анализ крови,2025-01-05T08:21:20+03:00,7114.0
Архипов Валентин Юльевич,Беларусь,,544-283-805 20,7558 6250 3196 8026,Альфа-Банк,MasterCard,,Трансплантолог,2023-07-08T12:26:32+03:00,,2023-07-11T16:39:51+03:00,2918.0
Архипов Валентин Юльевич,Беларусь,RQ 1797497,,7558 6250 3196 8026,,MasterCard,,Хирург-ортопед,2023-11-30T09:49:19+03:00,МРТ суставов,2023-12-03T13:07:00+03:00,5280.0
Анисимов Григорий Георгиевич,Беларусь,LE 3449497,791-694-927 58,,,MasterCard,"Визуализация внутренних органов, Диагностика травм",Радиолог,2024-04-03T14:05:24+03:00,,2024-04-04T21:47:55+03:00,7573.0
Анисимов Григорий Георгиевич,Беларусь,LE 3449497,791-694-927 58,,Сбербанк,MasterCard,,,,"Ангиография, Общий анализ крови",2024-08-31T19:04:41+03:00,3005.0
Анисимов Григорий Георгиевич,Беларусь,LE 3449497,791-694-927 58,1014 5319 3048 6256,Сбербанк,MasterCard,Частые заболевания,,,"Биохимический анализ крови, Анализ на антитела, Общий анализ крови",2023-09-10T11:20:17+03:00,11599.0
Степанов Илья Павлович,,,855-774-784 66,4670 2879 5139 9584,Сбербанк,Visa,"Желтуха, Темная моча, Боль в правом подреберье",Гепатолог,2023-06-26T19:05:27+03:00,"Анализ на гепатиты, Фиброскан, УЗИ печени",2023-06-27T16:02:10+03:00,3232.0
,,N 9093714,855-774-784 66,,Сбербанк,Visa,,,2023-06-02T15:29:41+03:00,"Аллергопробы, Общий анализ крови, Соскоб кожи",2023-06-04T08:01:18+03:00,3654.0
Степанов Илья Павлович,Казахстан,,,4670 2879 5139 9584,Сбербанк,Visa,"Чихание, Заложенность носа",Аллерголог,2025-03-17T09:44:14+03:00,"Аллергопробы, Иммуноглобулин Е, Общий анализ крови",,5460.0
Петров Ян Романович,Россия,9790 936721,,,ВТБ,Visa,,Инфекционист,2024-09-12T16:37:17+03:00,Анализ на антитела,,3293.0
Петров Ян Романович,Россия,9790 936721,,7708 7990 4721 6786,ВТБ,,"Отказ от еды, Температура",Неонатолог,2024-11-09T19:57:51+03:00,"УЗИ органов, Неонатальный скрининг, Анализ на билирубин",2024-11-12T11:13:19+03:00,
Орлова Инга Сергеевна,Россия,7565 173770,,2004 8640 1294 4102,Альфа-Банк,Visa,"Головная боль, Головокружение, Онемение",Невролог,,"Доплерография сосудов шеи, ЭЭГ",2025-03-22T16:04:59+03:00,10925.0
Орлова Инга Сергеевна,Россия,7565 173770,413-206-691 73,,Альфа-Банк,Visa,,Дерматолог,2023-06-20T19:04:17+03:00,Общий анализ крови,,6658.0
,,7565 173770,413-206-691 73,2004 8640 1294 4102,Альфа-Банк,Visa,,Гинеколог,2024-01-29T21:18:34+03:00,"Мазок на флору, Цитологическое исследование, Гормональные исследования",2024-02-01T09:58:00+03:00,3384.0
Миронова Ева Яковлевна,,N 5812615,239-430-727 92,2354 7185 9057 9146,,Visa,"Частые заболевания, Распространение инфекции",Эпидемиолог,2024-02-04T13:55:52+03:00,,2024-02-06T14:18:12+03:00,9893.0
Миронова Ева Яковлевна,,N 5812615,239-430-727 92,2354 7185 9057 9146,Альфа-Банк,Visa,"Потеря веса, Лихорадка, Боль в костях",Онколог,2023-12-19T18:04:02+03:00,,2023-12-21T15:43:08+03:00,8982.0
Алексеев Борис Петрович,Казахстан,,679-999-869 43,2639 1330 5623 7156,ВТБ,,,Терапевт,2023-05-20T08:33:47+03:00,"Общий анализ крови, Биохимический анализ крови",2023-05-21T18:42:35+03:00,11102.0
Алексеев Борис Петрович,Казахстан,N 1212475,679-999-869 43,2639 1330 5623 7156,ВТБ,MasterCard,,Уролог,2024-10-01T08:51:02+03:00,,2024-10-04T13:32:23+03:00,
Алексеев Борис Петрович,Казахстан,N 1212475,679-999-869 43,2639 1330 5623 7156,ВТБ,,,,2023-07-26T17:02:51+03:00,,2023-07-28T16:13:57+03:00,11839.0
Головин Андрей Евгеньевич,Казахстан,,881-795-213 46,1963 2835 4277 6255,Сбербанк,MasterCard,"Зуд, Сыпь, Онемение кожи",Дерматолог,,Биопсия кожи,2023-10-22T11:33:22+03:00,
Головин Андрей Евгеньевич,Казахстан,N 6998524,881-795-213 46,1963 2835 4277 6255,,MasterCard,Боль при мочеиспускании,Венеролог,2024-05-21T18:37:15+03:00,"Мазок на флору, Общий анализ крови",2024-05-23T14:04:45+03:00,10279.0
Головин Андрей Евгеньевич,Казахстан,N 6998524,,1963 2835 4277 6255,,MasterCard,"Боль в суставах, Отечность суставов",Ревматолог,2024-07-09T19:41:23+03:00,,2024-07-11T14:39:08+03:00,4790.0
,Казахстан,,881-795-213 46,1963 2835 4277 6255,Сбербанк,MasterCard,,Гематолог,2023-10-16T12:06:14+03:00,"Анализ на тромбоциты, Общий анализ крови",2023-10-18T09:28:22+03:00,9971.0
,Казахстан,N 6998524,881-795-213 46,1963 2835 4277 6255,Сбербанк,MasterCard,"Температура, Рвота",,2024-11-13T17:37:39+03:00,"Иммуноферментный анализ (ИФА), Копрограмма",2024-11-15T12:10:28+03:00,2074.0
Ларина Мила Ивановна,Россия,,520-383-272 72,9891 8862 4338 7414,ВТБ,MasterCard,Одышка,,2024-04-11T20:55:28+03:00,"Иммуноглобулин Е, Общий анализ крови, Кожные тесты на аллергены",2024-04-14T21:04:17+03:00,3790.0
Ларина Мила Ивановна,Россия,,,,ВТБ,MasterCard,"Потеря веса, Температура, Кашель",Фтизиатр,2025-03-03T21:14:41+03:00,Проба Манту,2025-03-05T14:30:49+03:00,
Чернов Захар Вячеславович,Беларусь,KN 7276945,,4288 6076 9370 7357,,Visa,"Боль в области трансплантата, Лихорадка",Трансплантолог,2023-05-09T20:13:50+03:00,Гистосовместимость,2023-05-12T13:08:01+03:00,
Соловьева Инга Валерьевна,Беларусь,RT 0904439,822-694-700 70,,Сбербанк,,Выявление опухолей,Радиолог,2024-02-12T19:06:02+03:00,"УЗИ, МРТ, Рентген",2024-02-13T11:31:09+03:00,2593.0
Соловьева Инга Валерьевна,,RT 0904439,,7477 5836 6255 8795,Сбербанк,Мир,Нарушение полового влечения,Сексопатолог,,"Анализ на тестостерон, Психологические тесты, Гормональные исследования",,7911.0
,Беларусь,RT 0904439,822-694-700 70,,,Мир,"Боль в горле, Заложенность носа",Отоларинголог,2023-10-10T10:56:01+03:00,"Общий анализ крови, Аудиометрия, Мазок из зева",2023-10-13T17:06:20+03:00,2507.0
Соловьева Инга Валерьевна,Беларусь,RT 0904439,822-694-700 70,7477 5836 6255 8795,Сбербанк,Мир,,Гастроэнтеролог,2023-08-24T09:34:20+03:00,Анализ на хеликобактер пилори,2023-08-27T15:04:29+03:00,4092.0
Соловьева Инга Валерьевна,Беларусь,RT 0904439,822-694-700 70,,Сбербанк,Мир,"Выделения из сосков, Боль в груди, Опухоли",,2024-10-14T12:19:42+03:00,"Общий анализ крови, Биопсия, УЗИ молочных желез",2024-10-16T15:46:41+03:00,7789.0
Николаев Святослав Валерьевич,Беларусь,BT 6741167,483-887-117 14,5489 7455 6555 1041,,MasterCard,"Слабость, Боль в суставах",Гериатр,2024-12-20T15:50:34+03:00,,2024-12-22T09:04:17+03:00,11192.0
,Беларусь,BT 6741167,,5489 7455 6555 1041,,MasterCard,"Боли внизу живота, Нарушение менструального цикла",Гинеколог,2024-07-16T13:06:22+03:00,Мазок на флору,2024-07-18T18:41:38+03:00,7654.0
Николаев Святослав Валерьевич,Беларусь,BT 6741167,483-887-117 14,5489 7455 6555 1041,,MasterCard,"Распространение инфекции, Лихорадка",Эпидемиолог,2025-01-12T17:35:54+03:00,,2025-01-15T20:26:43+03:00,8967.0
Николаев Святослав Валерьевич,Беларусь,,483-887-117 14,5489 7455 6555 1041,ВТБ,MasterCard,,Пульмонолог,2024-09-27T19:01:12+03:00,Рентген грудной клетки,2024-09-29T08:45:18+03:00,2920.0
Миронова Зарина Макаровна,Беларусь,XJ 8307264,912-256-553 24,6009 5895 6660 8786,Сбербанк,MasterCard,"Частые заболевания, Распространение инфекции",,2023-08-26T10:40:31+03:00,Анализ на антитела,2023-08-28T11:16:02+03:00,3094.0
Миронова Зарина Макаровна,Беларусь,XJ 8307264,912-256-553 24,6009 5895 6660 8786,,,"Сыпь, Покраснение кожи",Косметолог,2025-03-25T08:05:10+03:00,,2025-03-27T13:36:08+03:00,6106.0
Миронова Зарина Макаровна,,XJ 8307264,912-256-553 24,6009 5895 6660 8786,Сбербанк,MasterCard,Частое мочеиспускание,Нефролог,2025-04-26T19:57:12+03:00,"УЗИ почек, Общий анализ мочи",,6748.0
Миронова Зарина Макаровна,Беларусь,XJ 8307264,912-256-553 24,6009 5895 6660 8786,Сбербанк,,Слабость,Гериатр,2023-12-06T09:01:23+03:00,,2023-12-09T21:50:16+03:00,2011.0
Плотников Гордей Абрамович,Беларусь,UH 4031138,797-141-126 16,7649 6254 9983 6234,ВТБ,MasterCard,Боль в ногах,Сосудистый хирург,2024-09-03T15:16:22+03:00,"Допплерография сосудов, Ангиография",,10957.0
,,,797-141-126 16,7649 6254 9983 6234,ВТБ,MasterCard,"Боль в пояснице, Частое мочеиспускание, Отеки",,2023-05-28T09:12:31+03:00,,2023-05-30T12:44:39+03:00,2604.0
Плотников Гордей Абрамович,Беларусь,UH 4031138,797-141-126 16,,ВТБ,MasterCard,"Визуализация внутренних органов, Диагностика травм",Радиолог,2023-05-27T19:09:07+03:00,,2023-05-30T17:24:16+03:00,9798.0
,Беларусь,UH 4031138,797-141-126 16,7649 6254 9983 6234,ВТБ,MasterCard,"Температура, Одышка, Потеря веса",Фтизиатр,2025-01-17T08:43:02+03:00,Проба Манту,2025-01-19T08:11:07+03:00,11377.0
Капустин Ярослав Владиславович,Казахстан,N 2629627,,2894 1103 4171 1524,,MasterCard,,,,"ЭКГ, Общий анализ крови, Биохимический анализ крови",,11296.0
Капустин Ярослав Владиславович,,,101-740-602 22,2894 1103 4171 1524,Альфа-Банк,MasterCard,Тошнота,Нарколог,,Токсикологическое исследование,2024-07-01T17:07:29+03:00,10819.0
Капустин Ярослав Владиславович,Казахстан,N 2629627,101-740-602 22,2894 1103 4171 1524,Альфа-Банк,MasterCard,Нарушение менструального цикла,Гинеколог,2024-02-01T14:50:20+03:00,"УЗИ органов малого таза, Цитологическое исследование",2024-02-03T20:40:14+03:00,
Федоров Владислав Артурович,Казахстан,,447-672-819 56,4923 3288 5425 9177,Сбербанк,MasterCard,"Потеря аппетита, Лихорадка, Боль в животе",Паразитолог,2024-06-21T11:26:53+03:00,Анализ на антитела к паразитам,2024-06-24T11:59:46+03:00,
Рябов Аким Дмитриевич,Казахстан,N 5740385,558-516-523 28,5016 5417 8907 5393,Сбербанк,Visa,Заложенность носа,Отоларинголог,,Мазок из зева,2024-07-20T11:59:54+03:00,
Рябов Аким Дмитриевич,Казахстан,N 5740385,558-516-523 28,,,,Желтуха,Гепатолог,2024-02-14T17:04:27+03:00,,2024-02-17T08:51:22+03:00,
Карпова Инна Трофимовна,Беларусь,RD 0814113,240-816-718 73,8128 9880 7197 4007,Альфа-Банк,,Тошнота,Токсиколог,,"Общий анализ крови, Токсикологический анализ",2024-12-08T09:29:53+03:00,5945.0
,Беларусь,RD 0814113,240-816-718 73,,Альфа-Банк,MasterCard,Выявление опухолей,Радиолог,2023-12-05T20:49:26+03:00,КТ,2023-12-08T08:43:16+03:00,11805.0
Гуляев Давид Андреевич,Казахстан,N 2653170,766-295-323 63,4153 3208 2356 2318,Альфа-Банк,MasterCard,"Сыпь, Зуд, Онемение кожи",Дерматолог,2024-02-25T11:28:45+03:00,Биопсия кожи,2024-02-26T08:12:38+03:00,
Гуляев Давид Андреевич,Казахстан,N 2653170,766-295-323 63,4153 3208 2356 2318,,MasterCard,"Отеки, Боль в груди",Кардиолог,2023-10-08T18:11:37+03:00,"Эхокардиография, Холтеровское мониторирование",,
Гуляев Давид Андреевич,,N 2653170,,4153 3208 2356 2318,Альфа-Банк,MasterCard,"Заложенность ушей, Шум в ушах",,2024-05-31T18:15:26+03:00,"Рентген височной кости, Аудиограмма",2024-06-03T09:04:49+03:00,10958.0
,Беларусь,HP 8002356,103-777-160 72,5598 1704 9738 4765,ВТБ,MasterCard,,,,"Анализ на иммуноглобулины, Общий анализ крови",2024-04-13T09:05:18+03:00,10311.0
,,IR 4502724,671-748-253 87,9609 8592 7010 9340,Сбербанк,Visa,Сухость глаз,Офтальмолог,2024-03-10T21:56:40+03:00,Офтальмоскопия,2024-03-12T11:18:30+03:00,3215.0
