ФИО,Страна,Паспортые данные,СНИЛС,Номер карты,Банк,Платежная система,Симптомы,Врач,Дата посещения врача,Анализы,Дата получения анализов,Цена приёма (руб)
Игнатьев Остап Львович,Россия,4427 193651,336-608-862 31,8193 8252 8337 9974,ВТБ,Visa,"Одышка, Отеки, Учащенное сердцебиение",Кардиолог,2025-03-15T21:31:09+03:00,Биохимический анализ крови,2025-03-17T21:27:45+03:00,3337
Зайцева Пелагея Евгеньевна,Беларусь,RQ 9319806,111-133-300 92,9789 5948 7610 2609,Сбербанк,MasterCard,"Заложенность носа, Боль в горле, Гнойные выделения",Отоларинголог,2023-12-25T15:56:39+03:00,Мазок из зева,2023-12-26T09:22:37+03:00,10543
Зайцева Пелагея Евгеньевна,Беларусь,RQ 9319806,111-133-300 92,9789 5948 7610 2609,Сбербанк,MasterCard,"требующая обезболивания, Боль, Проблемы с дыханием",Анестезиолог,2023-09-27T18:26:14+03:00,"ЭКГ, Общий анализ крови",2023-09-29T21:48:47+03:00,9606
Лазарева Алиса Захаровна,Беларусь,VI 0505096,217-801-910 35,8355 3665 1525 8196,Сбербанк,Мир,"Сыпь, Покраснение кожи, Зуд",Дерматолог,2023-11-07T20:29:26+03:00,Биопсия кожи,2023-11-09T21:08:42+03:00,2616
Лазарева Алиса Захаровна,Беларусь,VI 0505096,217-801-910 35,8355 3665 1525 8196,Сбербанк,Мир,"Боль в животе, Изжога, Тошнота",Гастроэнтеролог,2024-08-30T21:13:14+03:00,"Эзофагогастродуоденоскопия, Анализ на хеликобактер пилори",2024-09-01T16:03:59+03:00,8778
Лазарева Алиса Захаровна,Беларусь,VI 0505096,217-801-910 35,8355 3665 1525 8196,Сбербанк,Мир,Изжога,Гастроэнтеролог,2023-11-22T19:05:06+03:00,"Копрограмма, Анализ на хеликобактер пилори",2023-11-24T13:36:03+03:00,11147
Белова Виолетта Вячеславовна,Казахстан,N 8617691,878-584-599 36,9680 1801 3625 7758,Сбербанк,Visa,"Панические атаки, Тревожность, Депрессия",Психотерапевт,2024-12-08T10:43:32+03:00,Гормональные исследования,2024-12-09T14:52:59+03:00,7391
Белова Виолетта Вячеславовна,Казахстан,N 8617691,878-584-599 36,9680 1801 3625 7758,Сбербанк,Visa,"Зуд, Выделения, Сыпь",Дерматовенеролог,2023-11-15T18:54:30+03:00,ПЦР на ИППП,2023-11-18T13:27:54+03:00,7358
Белова Виолетта Вячеславовна,Казахстан,N 8617691,878-584-599 36,9680 1801 3625 7758,Сбербанк,Visa,Острая боль в пояснице,Хирург,2023-10-30T15:42:40+03:00,"Общий анализ крови, Коагулограмма, УЗИ органов брюшной полости",2023-11-01T16:41:05+03:00,8892
Белова Виолетта Вячеславовна,Казахстан,N 8617691,878-584-599 36,9680 1801 3625 7758,Сбербанк,Visa,Онемение конечностей,Ортопед,2023-12-13T20:51:02+03:00,"Анализ на ревматоидный фактор, Общий анализ крови",2023-12-15T13:58:46+03:00,9074
Белова Виолетта Вячеславовна,Казахстан,N 8617691,878-584-599 36,9680 1801 3625 7758,Сбербанк,Visa,"Боль в животе, Рвота, Кашель, Температура",Педиатр,2024-02-11T13:59:02+03:00,"Общий анализ крови, Иммуноферментный анализ (ИФА), Копрограмма",2024-02-13T19:03:11+03:00,9908
Сысоева Валерия Павловна,Казахстан,N 9814563,350-617-164 43,2424 3103 6676 2104,Тинькофф,MasterCard,"Боль в груди, Выделения из сосков",Маммолог,2025-01-21T19:38:11+03:00,УЗИ молочных желез,2025-01-23T09:53:14+03:00,2175
Сысоева Валерия Павловна,Казахстан,N 9814563,350-617-164 43,2424 3103 6676 2104,Тинькофф,MasterCard,Боль при мочеиспускании,Уролог,2024-10-29T12:55:53+03:00,"ПЦР на инфекции, УЗИ почек",2024-10-30T09:00:59+03:00,10286
Сысоева Валерия Павловна,Казахстан,N 9814563,350-617-164 43,2424 3103 6676 2104,Тинькофф,MasterCard,Острая боль в пояснице,Хирург,2023-09-21T12:03:43+03:00,МРТ или КТ,2023-09-22T20:37:54+03:00,3052
Петрова Инна Андреевна,Казахстан,N 2998858,504-319-821 79,1069 6936 5812 6729,Сбербанк,MasterCard,Боль в суставах,Физиотерапевт,2024-06-21T15:24:17+03:00,"МРТ, Рентген, УЗИ суставов",2024-06-22T15:28:53+03:00,5972
Петрова Инна Андреевна,Казахстан,N 2998858,504-319-821 79,1069 6936 5812 6729,Сбербанк,MasterCard,"Покраснение кожи, Зуд, Сыпь, Выделения",Дерматовенеролог,2023-11-07T08:16:37+03:00,"Общий анализ крови, Соскоб кожи",2023-11-09T08:04:33+03:00,6075
Петрова Инна Андреевна,Казахстан,N 2998858,504-319-821 79,1069 6936 5812 6729,Сбербанк,MasterCard,"Боль в животе, Диарея, Тошнота, Изжога",Гастроэнтеролог,2023-05-06T11:18:24+03:00,"Эзофагогастродуоденоскопия, Копрограмма",2023-05-09T18:06:46+03:00,11337
Кузьмина Софья Дмитриевна,Россия,9508 939863,285-154-428 97,5338 1838 7536 3141,Альфа-Банк,Visa,"Абстинентный синдром, Тошнота, Тремор",Нарколог,2023-10-10T16:11:43+03:00,Психологические тесты,2023-10-13T15:22:52+03:00,10847
Абрамова Земфира Аркадьевна,Казахстан,N 8274915,801-805-930 91,1111 3168 8121 7187,Альфа-Банк,MasterCard,"Одышка, Слабость, Боль в суставах",Гериатр,2023-11-06T18:27:54+03:00,"ЭКГ, УЗИ органов, Биохимический анализ крови",2023-11-08T21:00:13+03:00,6697
Абрамова Земфира Аркадьевна,Казахстан,N 8274915,801-805-930 91,1111 3168 8121 7187,Альфа-Банк,MasterCard,Потеря веса,Онколог,2024-02-06T17:29:07+03:00,"МРТ или КТ, Анализ на онкомаркеры, Общий анализ крови",2024-02-08T21:08:55+03:00,10288
Мельникова Алина Андреевна,Россия,2747 603457,177-305-992 27,4885 4631 4661 2076,Сбербанк,MasterCard,"Головная боль, Головокружение, Нарушение сна, Онемение",Невролог,2025-04-20T16:21:31+03:00,"ЭЭГ, Доплерография сосудов шеи",2025-04-22T17:16:50+03:00,11209
Мельникова Алина Андреевна,Россия,2747 603457,177-305-992 27,4885 4631 4661 2076,Сбербанк,MasterCard,"Абстинентный синдром, Тошнота",Нарколог,2024-08-14T13:54:46+03:00,"Анализ на наркотики, Общий анализ крови, Психологические тесты",2024-08-16T19:42:18+03:00,6296
Мельникова Алина Андреевна,Россия,2747 603457,177-305-992 27,4885 4631 4661 2076,Сбербанк,MasterCard,Боль в животе,Хирург,2024-06-04T08:31:04+03:00,МРТ или КТ,2024-06-06T18:15:10+03:00,10898
Лазарев Михаил Романович,Беларусь,WM 5656079,396-818-416 84,5896 4018 4866 1374,Альфа-Банк,Мир,"Зуд, Выделения, Покраснение кожи",Дерматовенеролог,2024-09-04T18:17:11+03:00,"Общий анализ крови, ПЦР на ИППП, Соскоб кожи",2024-09-07T12:52:40+03:00,6348
Маслова Анастасия Ефимовна,Беларусь,FV 3993640,616-837-757 77,6973 2326 9611 5775,ВТБ,Visa,"Тремор, Тошнота",Нарколог,2024-11-16T12:19:43+03:00,"Токсикологическое исследование, Психологические тесты",2024-11-18T09:02:27+03:00,9153
Маслова Анастасия Ефимовна,Беларусь,FV 3993640,616-837-757 77,6973 2326 9611 5775,ВТБ,Visa,Боль в пояснице,Уролог,2024-05-20T11:39:49+03:00,ПЦР на инфекции,2024-05-21T15:19:38+03:00,4489
Маслова Анастасия Ефимовна,Беларусь,FV 3993640,616-837-757 77,6973 2326 9611 5775,ВТБ,Visa,Температура,Фтизиатр,2023-08-25T19:22:43+03:00,Анализ мокроты,2023-08-27T15:34:08+03:00,9561
Маслова Анастасия Ефимовна,Беларусь,FV 3993640,616-837-757 77,6973 2326 9611 5775,ВТБ,Visa,"Боли внизу живота, Выделения, Нарушение менструального цикла",Гинеколог,2023-09-12T15:51:59+03:00,"Цитологическое исследование, Мазок на флору, Гормональные исследования",2023-09-14T10:31:39+03:00,11356
Новикова Алла Богдановна,Беларусь,LM 1942091,130-443-622 51,7005 3334 8744 5131,Альфа-Банк,MasterCard,требующая обезболивания,Анестезиолог,2024-01-10T20:14:31+03:00,"Биохимический анализ крови, Общий анализ крови, Коагулограмма",2024-01-12T15:29:38+03:00,7170
Новикова Алла Богдановна,Беларусь,LM 1942091,130-443-622 51,7005 3334 8744 5131,Альфа-Банк,MasterCard,Температура,Неонатолог,2023-12-17T16:37:16+03:00,Общий анализ крови,2023-12-19T16:54:47+03:00,4028
Зайцев Юлий Викторович,Казахстан,N 4348492,135-508-721 61,6867 2879 3295 1540,Альфа-Банк,Мир,требующая обезболивания,Анестезиолог,2024-08-09T11:26:31+03:00,Биохимический анализ крови,2024-08-11T16:53:17+03:00,6509
Зайцев Юлий Викторович,Казахстан,N 4348492,135-508-721 61,6867 2879 3295 1540,Альфа-Банк,Мир,"Острая боль в спине, Боль в суставах, Онемение конечностей",Ортопед,2024-05-13T21:15:06+03:00,"МРТ суставов, Анализ на ревматоидный фактор, Общий анализ крови",2024-05-16T20:11:52+03:00,11372
Анисимов Богдан Богданович,Казахстан,N 4694187,877-325-604 66,3448 6704 6492 2526,Тинькофф,Visa,"Боль в животе, Температура, Кашель, Рвота",Педиатр,2024-12-20T13:10:38+03:00,"Общий анализ крови, Иммуноферментный анализ (ИФА)",2024-12-23T14:35:20+03:00,7455
Анисимов Богдан Богданович,Казахстан,N 4694187,877-325-604 66,3448 6704 6492 2526,Тинькофф,Visa,Боль внизу живота,Акушер-гинеколог,2023-12-23T16:16:28+03:00,Цитологическое исследование,2023-12-26T16:12:59+03:00,10380
Савельева Яна Ивановна,Казахстан,N 9764407,961-388-930 17,3256 6899 3820 9243,Сбербанк,Visa,"Боль в пояснице, Боль при мочеиспускании",Уролог,2023-06-12T08:07:45+03:00,"Анализ мочи по Нечипоренко, ПЦР на инфекции",2023-06-15T16:14:24+03:00,11495
Савельева Яна Ивановна,Казахстан,N 9764407,961-388-930 17,3256 6899 3820 9243,Сбербанк,Visa,"Лихорадка, Потливость, Покраснение кожи, Озноб",Инфекционист,2024-07-18T10:26:19+03:00,Общий анализ крови,2024-07-20T15:52:22+03:00,7438
Кузнецов Борис Ефимович,Беларусь,OR 1406072,883-752-135 71,4810 1987 2234 1875,Сбербанк,Мир,"Боль в животе, Острая боль в пояснице",Хирург,2024-06-12T20:23:32+03:00,Общий анализ крови,2024-06-14T14:45:39+03:00,7459
Кузнецов Борис Ефимович,Беларусь,OR 1406072,883-752-135 71,4810 1987 2234 1875,Сбербанк,Мир,Частое мочеиспускание,Эндокринолог,2023-11-16T17:59:40+03:00,Глюкоза крови,2023-11-19T14:20:38+03:00,8628
Белова Нонна Юрьевна,Казахстан,N 2194236,829-427-911 87,1044 4261 2189 4889,Альфа-Банк,Visa,"Озноб, Покраснение кожи, Лихорадка",Инфекционист,2025-01-25T10:38:09+03:00,Биохимический анализ крови,2025-01-28T21:07:42+03:00,8039
Егорова Нелли Владимировна,Казахстан,N 8675493,914-715-269 36,4995 6846 4968 8653,ВТБ,Visa,"Озноб, Температура, Слабость",Терапевт,2024-01-21T18:56:00+03:00,"ЭКГ, Биохимический анализ крови",2024-01-23T18:05:02+03:00,10788
Егорова Нелли Владимировна,Казахстан,N 8675493,914-715-269 36,4995 6846 4968 8653,ВТБ,Visa,"Боль в области трансплантата, Отторжение органа",Трансплантолог,2024-06-27T20:43:36+03:00,Биохимический анализ крови,2024-06-30T20:04:43+03:00,8439
Егорова Нелли Владимировна,Казахстан,N 8675493,914-715-269 36,4995 6846 4968 8653,ВТБ,Visa,"Депрессия, Тревожность",Психотерапевт,2023-08-02T21:41:44+03:00,"ЭЭГ, Психологические тесты",2023-08-05T17:01:28+03:00,10110
Егорова Нелли Владимировна,Казахстан,N 8675493,914-715-269 36,4995 6846 4968 8653,ВТБ,Visa,"Утомляемость, Депрессия, Тревожность, Нарушение сна",Психиатр,2023-07-23T19:24:29+03:00,"Гормональные исследования, Общий анализ крови, Психологические тесты",2023-07-26T09:32:22+03:00,10740
Сергеева Анжела Альбертовна,Россия,5298 915411,683-526-328 42,4586 2316 8374 6237,ВТБ,MasterCard,Лихорадка,Трансплантолог,2023-12-17T12:49:28+03:00,"Коагулограмма, Общий анализ крови, Гистосовместимость",2023-12-19T15:02:49+03:00,10577
Сергеева Анжела Альбертовна,Россия,5298 915411,683-526-328 42,4586 2316 8374 6237,ВТБ,MasterCard,"Визуализация внутренних органов, Диагностика травм, Выявление опухолей",Радиолог,2024-02-21T21:57:41+03:00,"Рентген, КТ",2024-02-24T08:03:22+03:00,10840
Зайцева Жасмин Руслановна,Беларусь,PQ 1187418,696-188-566 13,2877 5282 9579 2007,Альфа-Банк,Мир,"Распространение инфекции, Лихорадка, Частые заболевания",Эпидемиолог,2024-11-16T16:02:24+03:00,"Биохимический анализ крови, Анализ на антитела",2024-11-18T16:19:55+03:00,6510
Зайцева Жасмин Руслановна,Беларусь,PQ 1187418,696-188-566 13,2877 5282 9579 2007,Альфа-Банк,Мир,"Заложенность носа, Одышка, Чихание, Сыпь",Аллерголог,2024-06-19T15:17:36+03:00,"Иммуноглобулин Е, Кожные тесты на аллергены",2024-06-20T08:48:49+03:00,11976
Попов Олег Даниилович,Беларусь,IG 5268342,576-616-387 46,9147 8765 1539 4468,Сбербанк,MasterCard,"Нарушение сна, Тревожность",Психиатр,2024-09-02T14:29:29+03:00,Гормональные исследования,2024-09-03T20:56:27+03:00,10049
Смирнов Остап Константинович,Беларусь,AP 7016638,235-455-750 63,5928 3618 4019 8302,Сбербанк,Visa,"Покраснение кожи, Лихорадка, Озноб",Инфекционист,2023-11-14T16:29:42+03:00,"Биохимический анализ крови, ПЦР на инфекции, Анализ на антитела",2023-11-17T16:49:08+03:00,10356
Сафонов Альберт Денисович,Беларусь,VR 8893065,454-274-880 55,4896 8515 9004 7192,Сбербанк,MasterCard,Распространение инфекции,Эпидемиолог,2025-01-25T17:03:57+03:00,"Анализ на антитела, ПЦР на инфекции, Биохимический анализ крови",2025-01-26T13:42:59+03:00,2017
Сафонов Альберт Денисович,Беларусь,VR 8893065,454-274-880 55,4896 8515 9004 7192,Сбербанк,MasterCard,Кровотечение,Проктолог,2025-04-30T12:34:19+03:00,"Общий анализ крови, Мазок на инфекции, Аноскопия",2025-05-03T16:31:40+03:00,3007
Сафонов Альберт Денисович,Беларусь,VR 8893065,454-274-880 55,4896 8515 9004 7192,Сбербанк,MasterCard,"Боль в животе, Изжога, Диарея, Тошнота",Гастроэнтеролог,2024-03-17T16:19:38+03:00,"УЗИ органов брюшной полости, Анализ на хеликобактер пилори, Копрограмма",2024-03-19T09:06:01+03:00,6689
Миронов Артур Яковлевич,Казахстан,N 6964423,342-710-282 44,3120 3266 2742 5058,Альфа-Банк,Мир,"Дисфония, Нарушение речи",Логопед,2024-12-17T11:14:35+03:00,"Психологическое тестирование, Нейропсихологическая диагностика",2024-12-19T08:08:11+03:00,5793
Миронов Артур Яковлевич,Казахстан,N 6964423,342-710-282 44,3120 3266 2742 5058,Альфа-Банк,Мир,"Потливость, Слабость, Температура",Терапевт,2024-10-23T18:22:13+03:00,"ЭКГ, Общий анализ крови",2024-10-25T21:06:03+03:00,6441
Миронов Артур Яковлевич,Казахстан,N 6964423,342-710-282 44,3120 3266 2742 5058,Альфа-Банк,Мир,"Отеки, Боль в ногах, Варикоз",Флеболог,2023-10-16T12:30:14+03:00,"Ангиография, Допплерография вен",2023-10-18T20:07:00+03:00,9957
Миронов Артур Яковлевич,Казахстан,N 6964423,342-710-282 44,3120 3266 2742 5058,Альфа-Банк,Мир,"Боль в пояснице, Онемение, Нарушение осанки",Мануальный терапевт,2024-10-01T11:42:33+03:00,Рентген,2024-10-02T11:22:17+03:00,10677
Гордеева Амира Вадимовна,Казахстан,N 7033084,609-572-400 88,2830 9942 8889 8575,Тинькофф,MasterCard,"Диагностика травм, Визуализация внутренних органов",Радиолог,2025-01-13T10:47:29+03:00,Рентген,2025-01-14T10:31:33+03:00,7511
Гордеева Амира Вадимовна,Казахстан,N 7033084,609-572-400 88,2830 9942 8889 8575,Тинькофф,MasterCard,"Тошнота, Тремор, Абстинентный синдром",Нарколог,2024-10-05T12:01:52+03:00,"Токсикологическое исследование, Психологические тесты",2024-10-07T14:22:11+03:00,5740
Гордеева Амира Вадимовна,Казахстан,N 7033084,609-572-400 88,2830 9942 8889 8575,Тинькофф,MasterCard,Опухоли,Маммолог,2024-02-14T13:16:34+03:00,"Маммография, УЗИ молочных желез, Общий анализ крови",2024-02-16T15:05:15+03:00,11973
Гордеева Амира Вадимовна,Казахстан,N 7033084,609-572-400 88,2830 9942 8889 8575,Тинькофф,MasterCard,"Заложенность носа, Боль в горле, Гнойные выделения, Ушная боль",Отоларинголог,2024-06-20T11:32:01+03:00,"Аудиометрия, Рентген придаточных пазух",2024-06-23T20:29:48+03:00,4583
Зубкова Галина Тимуровна,Беларусь,IN 5213060,690-840-906 30,8508 9605 8006 4482,Тинькофф,Visa,"Гнойные выделения, Ушная боль, Заложенность носа, Боль в горле",Отоларинголог,2024-06-29T19:27:19+03:00,Аудиометрия,2024-07-01T15:41:44+03:00,2223
Зубкова Галина Тимуровна,Беларусь,IN 5213060,690-840-906 30,8508 9605 8006 4482,Тинькофф,Visa,"Абстинентный синдром, Тошнота, Тремор",Нарколог,2023-11-14T09:55:00+03:00,"Анализ на наркотики, Токсикологическое исследование, Общий анализ крови",2023-11-16T09:19:57+03:00,5415
Зубкова Галина Тимуровна,Беларусь,IN 5213060,690-840-906 30,8508 9605 8006 4482,Тинькофф,Visa,"Отеки, Одышка",Кардиолог,2024-01-09T12:11:46+03:00,Эхокардиография,2024-01-11T19:10:00+03:00,10664
Дроздова Виолетта Семёновна,Казахстан,N 7852912,595-879-162 30,9185 4407 8825 9805,Сбербанк,Мир,"Одышка, Учащенное сердцебиение, Отеки, Боль в груди",Кардиолог,2024-09-09T17:21:10+03:00,"Эхокардиография, Холтеровское мониторирование, Биохимический анализ крови",2024-09-11T21:11:29+03:00,7159
Морозов Алексей Ярославович,Россия,1282 918117,976-520-836 25,7583 4057 5698 5060,Сбербанк,Visa,Эректильная дисфункция,Сексопатолог,2023-10-17T09:02:21+03:00,Психологические тесты,2023-10-18T08:36:04+03:00,3246
Морозов Алексей Ярославович,Россия,1282 918117,976-520-836 25,7583 4057 5698 5060,Сбербанк,Visa,"Онемение, Нарушение осанки, Боль в пояснице",Мануальный терапевт,2025-01-21T11:19:50+03:00,Общий анализ крови,2025-01-22T15:32:28+03:00,9293
Морозов Алексей Ярославович,Россия,1282 918117,976-520-836 25,7583 4057 5698 5060,Сбербанк,Visa,Потеря оргазма,Сексопатолог,2024-10-04T21:47:34+03:00,"Анализ на тестостерон, Гормональные исследования, Психологические тесты",2024-10-06T17:30:22+03:00,8936
Морозов Алексей Ярославович,Россия,1282 918117,976-520-836 25,7583 4057 5698 5060,Сбербанк,Visa,"Жажда, Частое мочеиспускание, Потеря веса",Эндокринолог,2024-09-10T15:33:01+03:00,"Инсулин, ТТГ (тиреотропный гормон)",2024-09-12T14:57:10+03:00,10524
Никитина Карина Андреевна,Казахстан,N 4504298,233-575-127 61,3082 5899 1055 3823,Сбербанк,Visa,"Температура, Потеря веса, Кашель, Одышка",Фтизиатр,2023-10-31T14:49:07+03:00,"Рентген легких, Проба Манту, Общий анализ крови",2023-11-02T12:56:50+03:00,11305
Никитина Карина Андреевна,Казахстан,N 4504298,233-575-127 61,3082 5899 1055 3823,Сбербанк,Visa,"Слабость, Боль в суставах",Гериатр,2023-08-20T11:19:02+03:00,"УЗИ органов, Биохимический анализ крови",2023-08-22T16:54:49+03:00,4237
Никитина Карина Андреевна,Казахстан,N 4504298,233-575-127 61,3082 5899 1055 3823,Сбербанк,Visa,"Боль в груди, Затрудненное дыхание",Пульмонолог,2024-12-19T18:35:34+03:00,КТ легких,2024-12-22T13:48:12+03:00,7862
Шестаков Владимир Егорович,Россия,1933 850825,824-539-167 48,8585 9877 6078 5769,Сбербанк,Мир,"Дисфония, Нарушение произношения звуков, Нарушение речи",Логопед,2023-08-28T20:15:22+03:00,Психологическое тестирование,2023-08-30T21:06:44+03:00,11801
Шестаков Владимир Егорович,Россия,1933 850825,824-539-167 48,8585 9877 6078 5769,Сбербанк,Мир,Затуманенное зрение,Офтальмолог,2024-10-30T15:29:32+03:00,Проверка остроты зрения,2024-11-02T08:32:38+03:00,9482
Шестаков Владимир Егорович,Россия,1933 850825,824-539-167 48,8585 9877 6078 5769,Сбербанк,Мир,"Боль в суставах, Слабость",Гериатр,2024-10-01T18:12:19+03:00,"Биохимический анализ крови, ЭКГ, Общий анализ крови",2024-10-03T18:54:07+03:00,10180
Захарова Алёна Акимовна,Беларусь,GY 9904460,780-488-602 24,6119 3411 5162 9419,Сбербанк,MasterCard,"Покраснение кожи, Акне, Сыпь",Косметолог,2024-01-23T20:45:08+03:00,"Соскоб кожи, Биохимический анализ крови, Аллергопробы",2024-01-24T10:27:22+03:00,11041
Горохов Илья Романович,Беларусь,PF 9533179,846-474-852 69,1518 4430 2560 6926,Сбербанк,MasterCard,"Лихорадка, Частые инфекции",Иммунолог,2023-09-26T21:16:06+03:00,"Иммунограмма, Анализ на иммуноглобулины, ПЦР на вирусы",2023-09-29T11:13:01+03:00,5767
Горохов Илья Романович,Беларусь,PF 9533179,846-474-852 69,1518 4430 2560 6926,Сбербанк,MasterCard,Тремор,Нарколог,2024-04-06T15:52:23+03:00,"Токсикологическое исследование, Общий анализ крови",2024-04-08T15:14:20+03:00,8387
Горохов Илья Романович,Беларусь,PF 9533179,846-474-852 69,1518 4430 2560 6926,Сбербанк,MasterCard,Головокружение,Невролог,2024-01-11T10:53:55+03:00,"Общий анализ крови, Доплерография сосудов шеи, ЭЭГ",2024-01-13T15:23:32+03:00,6197
Горохов Илья Романович,Беларусь,PF 9533179,846-474-852 69,1518 4430 2560 6926,Сбербанк,MasterCard,"требующая обезболивания, Проблемы с дыханием, Боль",Анестезиолог,2025-04-05T20:20:00+03:00,"Общий анализ крови, Биохимический анализ крови",2025-04-07T16:21:53+03:00,8222
Голубев Вячеслав Арсеньевич,Россия,9998 306607,600-218-322 83,8293 4982 6795 5006,Сбербанк,Visa,"Сыпь, Чихание",Аллерголог,2024-04-05T08:15:25+03:00,Общий анализ крови,2024-04-06T12:35:45+03:00,2697
Голубев Вячеслав Арсеньевич,Россия,9998 306607,600-218-322 83,8293 4982 6795 5006,Сбербанк,Visa,"Отеки, Онемение, Боль в ногах",Сосудистый хирург,2025-04-05T20:52:06+03:00,"Допплерография сосудов, Ангиография, УЗИ сосудов",2025-04-08T19:04:37+03:00,3045
Голубев Вячеслав Арсеньевич,Россия,9998 306607,600-218-322 83,8293 4982 6795 5006,Сбербанк,Visa,"Рвота, Боль в животе, Температура",Педиатр,2023-05-19T16:44:04+03:00,"Общий анализ крови, Копрограмма",2023-05-21T14:51:37+03:00,11546
Голубев Вячеслав Арсеньевич,Россия,9998 306607,600-218-322 83,8293 4982 6795 5006,Сбербанк,Visa,"Желтуха, Боль в правом подреберье, Темная моча",Гепатолог,2024-05-23T09:04:31+03:00,УЗИ печени,2024-05-26T17:42:14+03:00,7550
Зубкова Надежда Альбертовна,Казахстан,N 0749720,728-254-437 41,9097 4701 2536 4043,Сбербанк,Мир,"Сухость глаз, Затуманенное зрение, Покраснение глаз",Офтальмолог,2024-04-26T11:07:46+03:00,"Офтальмоскопия, Оптическая когерентная томография, Тонометрия глаза",2024-04-27T20:16:13+03:00,2804
Зубкова Надежда Альбертовна,Казахстан,N 0749720,728-254-437 41,9097 4701 2536 4043,Сбербанк,Мир,"Выделения, Боли внизу живота",Гинеколог,2024-06-26T19:20:00+03:00,УЗИ органов малого таза,2024-06-28T17:31:07+03:00,7034
Ершова Милана Максимовна,Беларусь,TY 2363951,763-120-593 83,5016 7238 6604 1952,Альфа-Банк,MasterCard,"Боль в суставах, Онемение, Травмы костей",Хирург-ортопед,2024-11-08T17:31:45+03:00,Анализ на ревматоидный фактор,2024-11-09T11:51:17+03:00,8016
Ершова Милана Максимовна,Беларусь,TY 2363951,763-120-593 83,5016 7238 6604 1952,Альфа-Банк,MasterCard,"Отеки, Боль в ногах",Флеболог,2024-03-04T13:00:14+03:00,"Общий анализ крови, Ангиография",2024-03-07T15:55:44+03:00,8429
Козлова Василиса Акимовна,Россия,2138 131905,722-620-738 46,3985 6280 1821 1021,Сбербанк,Visa,"Зуд, Покраснение кожи",Дерматовенеролог,2023-10-01T11:17:59+03:00,Мазок на инфекции,2023-10-04T18:49:39+03:00,5101
Козлова Василиса Акимовна,Россия,2138 131905,722-620-738 46,3985 6280 1821 1021,Сбербанк,Visa,Утомляемость,Психиатр,2025-04-16T20:49:06+03:00,Токсикологическое исследование,2025-04-19T20:13:13+03:00,4146
Козлова Василиса Акимовна,Россия,2138 131905,722-620-738 46,3985 6280 1821 1021,Сбербанк,Visa,"Боль в суставах, Онемение конечностей",Ортопед,2023-05-04T11:29:32+03:00,МРТ суставов,2023-05-05T15:40:59+03:00,4465
Козлова Василиса Акимовна,Россия,2138 131905,722-620-738 46,3985 6280 1821 1021,Сбербанк,Visa,"Сыпь, Одышка, Заложенность носа, Чихание",Аллерголог,2024-03-13T14:38:43+03:00,"Общий анализ крови, Иммуноглобулин Е",2024-03-14T15:15:36+03:00,3917
Козлова Василиса Акимовна,Россия,2138 131905,722-620-738 46,3985 6280 1821 1021,Сбербанк,Visa,"Шум в ушах, Заложенность ушей, Потеря слуха",Сурдолог,2025-04-16T11:24:18+03:00,МРТ головного мозга,2025-04-18T09:39:34+03:00,5284
Колесникова Инна Назаровна,Россия,1782 553904,275-948-259 53,9103 4675 7920 6042,Сбербанк,Visa,Боль при мочеиспускании,Венеролог,2024-08-29T08:15:29+03:00,"Мазок на флору, Анализ на ВИЧ, ПЦР на инфекции",2024-08-31T19:34:16+03:00,5854
Колесникова Инна Назаровна,Россия,1782 553904,275-948-259 53,9103 4675 7920 6042,Сбербанк,Visa,"Боль в суставах, Онемение конечностей, Острая боль в спине",Ортопед,2023-06-24T08:38:56+03:00,"Рентген, Общий анализ крови, МРТ суставов",2023-06-26T13:54:57+03:00,10892
Колесникова Инна Назаровна,Россия,1782 553904,275-948-259 53,9103 4675 7920 6042,Сбербанк,Visa,"Переломы, Боль в суставах",Травматолог,2024-03-21T21:31:31+03:00,МРТ или КТ,2024-03-24T18:54:13+03:00,7705
Колесникова Инна Назаровна,Россия,1782 553904,275-948-259 53,9103 4675 7920 6042,Сбербанк,Visa,"Отек десен, Зубная боль, Гнойные выделения",Стоматолог,2025-01-23T14:11:25+03:00,"Биохимический анализ крови, Рентген зубов",2025-01-26T18:40:31+03:00,10481
Колесникова Инна Назаровна,Россия,1782 553904,275-948-259 53,9103 4675 7920 6042,Сбербанк,Visa,Острая боль в пояснице,Хирург,2024-03-24T12:40:13+03:00,Коагулограмма,2024-03-27T14:24:25+03:00,5876
Соболева Любовь Дмитриевна,Россия,5942 959792,684-981-254 45,1095 7785 3092 4091,Сбербанк,Мир,"Выявление опухолей, Диагностика травм",Радиолог,2023-09-04T09:54:35+03:00,"КТ, МРТ",2023-09-06T16:45:32+03:00,10320
Соболева Любовь Дмитриевна,Россия,5942 959792,684-981-254 45,1095 7785 3092 4091,Сбербанк,Мир,"Онемение, Боль в суставах",Хирург-ортопед,2023-10-10T11:17:38+03:00,"МРТ суставов, Общий анализ крови",2023-10-12T17:59:54+03:00,10416
Соболева Любовь Дмитриевна,Россия,5942 959792,684-981-254 45,1095 7785 3092 4091,Сбербанк,Мир,"Слабость, Потливость",Терапевт,2023-11-25T15:02:21+03:00,"Общий анализ крови, Общий анализ мочи",2023-11-28T20:50:52+03:00,5469
